dataset_id,global_index,dataset_name,dataset_dir,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,method,seed,wave,host,status,task_status,result_status,status_mismatch,valid_output,has_full_metrics,has_expression,artifact_valid,timeout_type,valid_nmse,id_nmse,ood_nmse,id_r2,ood_r2,runtime,expression,expression_chars,complexity,tree_depth,variable_count,variables,operator_set,equation_count,error,canonical_artifact_error,result_relpath,source_result_path,rerun_reason
g0046,46,feynman-ii.15.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,feynman-ii.15.4,A,strict,pysr,pyoperon,1314,W2,iaaccn22,ok,ok,ok,false,false,false,true,true,not_timeout,,,,,,8.789,((-0.000) + (0.000 * sin((0.357 * X3)))),40,1,1,0,,,1,,,results/W2/pyoperon/iaaccn22/g0046_feynman-ii.15.4/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-ii.15.4/result.json,
g0046,46,feynman-ii.15.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,feynman-ii.15.4,A,strict,pysr,pysr,1314,W3,iaaccn22,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,1573.672404579634,1798.2324030240436,81.30364168951827,-1797.5912515727684,-80.37144544830785,3602.374,x0,2,1,1,1,x0,,1,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W3/pysr/iaaccn22/g0046_feynman-ii.15.4/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/iaaccn22/pysr/feynman-ii.15.4/result.json,
g0046,46,feynman-ii.15.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,feynman-ii.15.4,A,strict,pysr,tpsr,1314,W5,iaaccn22,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,3.1709873253150366e+40,4.352665683624836e+40,1.6723762576783665e+60,-4.3535342853478537e+40,-1.673770947928701e+60,3605.639,((-0.7464377460815755 + x_0) - ((0.15643774608157554 + (-2.715935987411027e-07 * x_2)) - ((28.13060978887822 + (23.59365143454481 * 1/((-7.253957241115303 + (4.45112171658702 * ((7.973125347714578 + (-0.6795351615701096 * x_1)))**2))))) * (0.03199848865334582 + (-6.569424896824229 * exp((-22.873180781057194 + (-124.6249571123439 * x_2)))))))),344,32,11,3,x0;x1;x2,add;exp;mul;pow,1,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W5/tpsr/iaaccn22/g0046_feynman-ii.15.4/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-ii.15.4/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,drsr,1314,W2,iaaccn26,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,1.7873832344770327e+18,2.3171379666947676e+18,1.480535687509627e+20,-2.32008290574012e+18,-1.4806228285557565e+20,3900.963,"def equation(x0: np.ndarray, x1: np.ndarray, x2: np.ndarray, x3: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents:
  - x0: x0
  - x1: x1
  - x2: x2
  - x3: x3
- Dependent:
  - y: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x2 + params[4] * x3
    """"""
    return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x2 + params[4] * x3",837,14,3,4,x0;x1;x2;x3,add;mul,1,"TimeoutError(""算法 'drsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W2/drsr/iaaccn26/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn26/drsr/feynman-i.15.3x/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,dso,1314,W4,iaaccn23,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,0.0013582737006429633,0.001096539699744353,0.6498475917128856,0.998902066666116,0.35011415969949544,3609.798,x1 - x3*(x2*x3 + x2 - x3*(-x2 + x3) - x3),41,21,7,3,x0;x1;x2,add;mul,1,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W4/dso/iaaccn23/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/iaaccn23/dso/feynman-i.15.3x/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,gplearn,1314,W1,iaaccn22,timed_out,timed_out,timed_out,false,false,false,true,true,partial_output,,,,,,3603.697,"sub(add(sin(mul(X3, X0)), sub(sub(add(sin(X1), add(sin(mul(X3, sqrt(-0.392))), sub(sub(add(sin(mul(X3, cos(X1))), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(-0.392)))))), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(cos(sqrt(X3)))))))), sub(sub(sub(add(sin(X1), sub(add(sin(X1), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(-0.392)))))), sub(add(sin(X1), add(sin(mul(X3, sqrt(-0.392))), sub(sub(add(sin(mul(X3, cos(X1))), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(-0.392)))))), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(cos(sqrt(X3)))))))), sub(sub(sub(add(sin(X1), sub(add(sin(X1), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(-0.392)))))), sub(add(sin(mul(X3, X0)), sub(add(sin(mul(X3, div(cos(X1), sub(X0, div(sin(sqrt(-0.392)), sqrt(-0.392)))))), sub(sub(X0, div(div(cos(add(X3, X3)), add(sin(X1), sub(add(sin(X1), add(sin(X1), add(sin(X1), add(sin(X1), sub(X0, div(cos(X1), sqrt(-0.392))))))), div(cos(X1), sqrt(-0.392))))), sqrt(add(sin(X1), sub(X0, div(cos(X1), sqrt(sub(X0, div(cos(X1), sqrt(-0.392)))))))))), div(div(cos(X1), add(sin(X1), sub(add(sin(X1), add(sin(X1), add(sin(X1), add(sin(X1), sub(X0, div(cos(X1), sqrt(-0.392))))))), div(cos(X1), sqrt(-0.392))))), sqrt(add(sin(-0.392), sqrt(sub(X0, cos(X1)))))))), cos(X1))), div(div(div(div(div(X0, sqrt(add(sin(X1), sub(X0, div(cos(X1), sub(X0, div(sqrt(add(sin(-0.392), sqrt(sub(X0, div(cos(X1), cos(sin(sin(sin(mul(X3, X0)))))))))), sqrt(-0.392)))))))), sqrt(div(div(cos(X1), sqrt(-0.392)), sin(sqrt(-0.392))))), sqrt(div(div(cos(X1), cos(div(div(X1, sqrt(add(sin(-0.392), sqrt(sub(X0, cos(X1)))))), sub(X0, div(sin(sqrt(-0.392)), sqrt(-0.392)))))), cos(div(div(X1, sqrt(add(sin(-0.392), sqrt(sub(X0, cos(X1)))))), sub(X0, div(sin(mul(X3, X0)), sqrt(-0.392)))))))), sqrt(add(sin(X1), add(sub(X0, cos(X1)), sub(X0, div(cos(sin(sin(sin(mul(X3, X0))))), sqrt(-0.392))))))), sub(X0, sin(X1)))))), cos(mul(X3, div(cos(X1), sub(X0, div(sin(sqrt(-0.392)), sqrt(-0.392)))))))), cos(mul(X3, div(cos(mul(X3, sin(X1))), cos(add(X3, X3)))))), cos(mul(X3, div(cos(X1), cos(add(X3, X3)))))), cos(mul(X3, div(cos(X1), cos(add(X3, X3))))))))), cos(mul(X3, sin(X1)))), cos(X1)))), cos(sqrt(sub(X0, cos(X1))))))), cos(mul(X3, div(cos(X1), sub(X0, div(sin(sqrt(-0.392)), sqrt(-0.392)))))))), cos(mul(X3, div(cos(mul(X3, sin(X1))), cos(add(X3, X3)))))), cos(mul(X3, div(cos(X1), cos(add(X3, X3)))))), cos(mul(X3, div(cos(X1), cos(add(X3, X3))))))))), cos(mul(X3, sin(X1)))), cos(X1)))), cos(sqrt(sub(X0, cos(X1))))), cos(sqrt(X3)))), div(div(div(div(cos(X1), sqrt(sub(X0, div(cos(X1), sqrt(sqrt(add(sin(X1), sub(X0, div(cos(X1), sqrt(-0.392)))))))))), sqrt(sub(X0, sqrt(div(cos(X1), sqrt(-0.392)))))), sqrt(sin(cos(sqrt(X3))))), add(sin(X1), sub(add(sin(X1), add(sin(X1), sub(X0, div(cos(X1), sqrt(-0.392))))), div(cos(X1), sqrt(sqrt(-0.392)))))))",2855,400,20,3,x0;x1;x3,add;cos;imaginaryunit;mul;pow;sin;sinh,1,"TimeoutError(""算法 'gplearn' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W1/gplearn/iaaccn22/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn22/gplearn/feynman-i.15.3x/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,llmsr,1314,W1,iaaccn26,ok,ok,ok,false,true,true,true,true,not_timeout,3.945598218436611e+26,5.115020308541542e+26,3.268240669230868e+28,-5.1215211829999935e+26,-3.268433030626357e+28,3606.925,"def equation(x0: np.ndarray, x1: np.ndarray, x2: np.ndarray, x3: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1, x2, x3
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x2 + params[4] * x3
    """"""
    return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x2 + params[4] * x3

",803,14,3,4,x0;x1;x2;x3,add;mul,1,,,results/W1/llmsr/iaaccn26/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn26/llmsr/feynman-i.15.3x/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,pyoperon,1314,W2,iaaccn22,ok,ok,ok,false,true,true,true,true,not_timeout,0.0010715909318324101,0.0010874868640602785,0.6428241739814458,0.9989111310073944,0.3571379908137222,8.978,((-0.157) + (9.206 * ((0.728 + ((-2.031) * X3)) * ((((-0.693) * X2) * (0.222 * X3)) / (sqrt(1 + 0.066 ^ 2)))))),111,11,5,2,x0;x1,add;mul,1,,,results/W2/pyoperon/iaaccn22/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-i.15.3x/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,pysr,1314,W3,iaaccn22,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,4.997089287346911e-10,5.703600193133578e-10,0.35262120424811355,0.999999999428915,0.6473580412500634,3602.608,((-4.6411037 / ((x1 * (x1 * -6.5477625e-17)) + 7.407117)) - 0.3734513) * (((x1 * x2) - x0) + x2),96,22,8,3,x0;x1;x2,add;mul;pow,1,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W3/pysr/iaaccn22/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/iaaccn22/pysr/feynman-i.15.3x/result.json,
g0047,47,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,tpsr,1314,W5,iaaccn22,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,0.997773063805263,0.9979779882750344,0.999946722693362,0.0007536434247967794,-5.577339166507045e-06,3606.335,(0.008 + x_0),13,3,2,1,x0,add,1,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W5/tpsr/iaaccn22/g0047_feynman-i.15.3x/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-i.15.3x/result.json,
g0048,48,feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,srsd,srsd/srsd-feynman_hard,feynman-bonus.17,A,strict,pysr,drsr,1314,W2,iaaccn26,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,1.000008684068811,1.0000013476310254,0.9999948307217488,-0.09934729590754654,-0.028714699590983273,3901.0,"def equation(x0: np.ndarray, x1: np.ndarray, x2: np.ndarray, x3: np.ndarray, x4: np.ndarray, x5: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents:
  - x0: x0
  - x1: x1
  - x2: x2
  - x3: x3
  - x4: x4
  - x5: x5
- Dependent:
  - y: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x2 + params[4] * x3 + params[5] * x4 + params[6] * x5
    """"""
    return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x2 + params[4] * x3 + params[5] * x4 + params[6] * x5",959,20,3,6,x0;x1;x2;x3;x4;x5,add;mul,1,"TimeoutError(""算法 'drsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W2/drsr/iaaccn26/g0048_feynman-bonus.17/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn26/drsr/feynman-bonus.17/result.json,
g0048,48,feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,srsd,srsd/srsd-feynman_hard,feynman-bonus.17,A,strict,pysr,dso,1314,W4,iaaccn23,timed_out,timed_out,timed_out,false,true,true,true,true,budget_exhausted_with_output,1.0119890828455451,1.002747746448413,1.1301304179102565,-0.10236653795210082,-0.1625877830989242,3607.672,(-x1 + x6)*(exp(x4) - (2*x1 + x2)/x1)/sin(x5),45,23,6,5,x0;x1;x3;x4;x5,add;exp;mul;pow;sin,1,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",,results/W4/dso/iaaccn23/g0048_feynman-bonus.17/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/iaaccn23/dso/feynman-bonus.17/result.json,
